estimator,n,t_mean,t_std,min,max,#nonconverge
standard,2,2.80265,0.7922968914606351,1,4,0
standard,3,3.2925,0.6144612503091351,1,4,0
detmle,2,2.8495,0.9152003221052748,1,9,0
detmle,3,3.4605,1.1052152844768404,1,12,0
mle,2,5.75735,6.505765691051991,1,197,0
mle,3,30.881,58.878838090426434,1,2382,0
heuristic,2,5.52295,6.702254792863197,1,232,0
heuristic,3,35.65875,64.00327584900279,1,1509,0
bayesian,2,10.1181,20.22462865345714,1,403,0
bayesian,3,61.67965,85.35256808627092,1,1731,0
