estimator,n,t_mean,t_std,min,max,#nonconverge
standard,2,2.776,0.6242142918694652,1,4,0
standard,3,2.94815,0.2342313401661449,1,3,0
detmle,2,2.72995,0.5599452423530493,1,4,0
detmle,3,3.07305,0.4317673200357928,1,4,0
mle,2,5.61125,4.565037285254957,1,81,0
mle,3,29.7105,46.046839254396446,1,754,0
heuristic,2,4.9619,4.2797972175339,1,61,0
heuristic,3,38.4283,53.97366595795434,1,879,0
bayesian,2,5.79785,5.020253531922714,1,83,0
bayesian,3,64.3222,69.1496664560176,1,909,0
